node_id	x1	x2	x3
u_1131	0	0	1
u_1129	1	0	0
u_1130	0	1	0
e_326	0	1	0
u_1132	1	0	0
e_327	0	0	1
e_328	0	1	0
e_329	0	0	1
u_1133	1	0	0
u_1134	1	0	0
u_1135	0	1	0
e_330	0	1	0
u_1137	0	0	1
u_1138	0	1	0
u_1139	1	0	0
e_331	1	0	0
u_1140	1	0	0
e_332	0	0	1
u_1141	0	1	0
e_333	0	0	1
u_1142	0	0	1
u_1143	0	1	0
e_334	1	0	0
u_1144	0	1	0
u_1145	0	1	0
e_335	0	1	0
u_1146	0	0	1
u_1147	0	1	0
e_336	1	0	0
u_1148	0	1	0
e_337	1	0	0
u_1152	1	0	0
u_1150	1	0	0
u_1151	0	0	1
e_338	0	0	1
e_339	0	0	1
u_1154	0	1	0
e_340	0	0	1
u_1156	0	1	0
u_1155	1	0	0
u_1157	0	1	0
u_1158	1	0	0
u_922	0	1	0
e_341	0	0	1
u_1159	1	0	0
u_1161	0	1	0
u_1160	0	1	0
e_342	0	0	1
u_1164	0	0	1
u_1165	0	0	1
u_1166	0	1	0
u_1167	0	0	1
e_343	0	1	0
u_1186	0	0	1
u_1177	0	1	0
u_1168	1	0	0
u_1178	0	0	1
u_1179	1	0	0
u_1169	0	1	0
u_1170	1	0	0
u_1180	0	0	1
u_1171	0	0	1
u_1172	0	1	0
u_1173	0	0	1
u_1174	1	0	0
u_1175	0	0	1
u_1182	1	0	0
u_1183	0	0	1
u_1185	0	1	0
u_1176	0	0	1
e_344	0	1	0
u_1190	0	0	1
u_1187	0	1	0
u_1188	1	0	0
u_1189	1	0	0
e_345	1	0	0
e_346	1	0	0
e_347	0	1	0
u_1191	0	1	0
e_348	1	0	0
u_1192	1	0	0
u_1193	1	0	0
e_349	0	0	1
u_1196	1	0	0
u_1194	0	1	0
u_1195	0	1	0
e_350	0	1	0
u_1197	0	0	1
u_1198	0	0	1
e_351	0	0	1
u_1199	0	0	1
u_1200	0	1	0
u_1201	0	0	1
u_1202	0	0	1
u_1203	0	0	1
u_1204	1	0	0
u_1205	0	1	0
u_1206	0	0	1
u_1207	1	0	0
u_1208	0	1	0
u_1209	0	0	1
u_1210	0	1	0
u_1211	0	1	0
u_1212	1	0	0
u_1213	0	0	1
u_1214	0	1	0
u_1215	1	0	0
u_1216	0	1	0
e_352	0	1	0
u_1218	1	0	0
e_353	0	1	0
u_1220	1	0	0
u_1219	0	0	1
e_354	0	1	0
u_1222	0	0	1
u_1221	0	0	1
e_355	0	1	0
u_1223	1	0	0
u_1224	0	1	0
u_1225	0	1	0
u_1226	1	0	0
u_1227	1	0	0
u_1228	0	1	0
u_1229	1	0	0
u_1230	0	0	1
u_1231	1	0	0
u_1232	0	0	1
u_1233	0	0	1
u_1234	0	0	1
u_1235	1	0	0
u_1239	1	0	0
u_1236	0	1	0
u_1237	1	0	0
u_1238	1	0	0
e_356	0	0	1
u_1240	1	0	0
e_357	1	0	0
u_1243	0	0	1
u_1241	1	0	0
u_1242	0	0	1
e_358	1	0	0
u_1244	1	0	0
u_1245	0	1	0
u_1246	1	0	0
u_1247	0	0	1
e_359	1	0	0
u_1248	0	1	0
e_360	1	0	0
u_1250	1	0	0
e_361	0	0	1
u_1253	0	1	0
u_1252	1	0	0
e_362	1	0	0
u_1254	0	0	1
u_1255	1	0	0
u_1256	1	0	0
u_1257	1	0	0
u_1258	0	1	0
u_1259	1	0	0
e_363	0	0	1
u_1261	0	1	0
u_1260	1	0	0
e_364	1	0	0
u_1262	0	1	0
u_1263	1	0	0
e_365	1	0	0
u_1264	0	0	1
e_366	0	1	0
u_1266	0	0	1
e_367	1	0	0
u_1267	0	0	1
u_1268	1	0	0
u_1269	0	1	0
e_368	0	1	0
u_1270	0	1	0
e_369	0	0	1
u_1271	0	0	1
e_370	1	0	0
u_1277	0	1	0
u_1272	0	0	1
u_1273	1	0	0
u_1274	0	0	1
u_1275	1	0	0
u_1278	0	0	1
u_1276	0	0	1
u_1279	0	0	1
u_1280	0	1	0
e_371	0	1	0
e_372	0	0	1
u_1282	1	0	0
u_1281	1	0	0
e_373	0	1	0
e_374	0	1	0
u_1286	0	1	0
u_1284	0	0	1
u_1285	1	0	0
e_375	0	1	0
u_1287	0	0	1
e_376	0	1	0
u_4365	1	0	0
e_377	1	0	0
u_1290	0	1	0
u_1291	0	0	1
u_1292	1	0	0
u_1293	1	0	0
e_378	1	0	0
u_1294	0	1	0
u_1295	0	0	1
u_1296	0	0	1
u_1297	0	0	1
e_379	0	0	1
u_1298	0	0	1
e_380	0	1	0
u_1299	0	1	0
e_381	0	0	1
u_1300	0	0	1
e_382	0	1	0
u_1307	0	1	0
u_1301	0	0	1
u_1302	0	0	1
u_1303	0	1	0
u_1304	1	0	0
u_1305	0	0	1
u_1306	1	0	0
e_383	0	0	1
u_1308	0	0	1
u_1309	0	0	1
u_1313	0	0	1
u_1310	1	0	0
u_1311	0	1	0
u_1312	0	1	0
e_384	1	0	0
u_1314	0	1	0
u_1315	0	1	0
u_1316	0	1	0
u_1317	0	1	0
u_1318	0	1	0
u_1319	0	0	1
e_385	1	0	0
u_1320	0	1	0
e_386	0	1	0
u_1321	0	1	0
e_387	0	0	1
u_1322	0	1	0
e_388	0	1	0
u_1324	1	0	0
e_389	0	0	1
u_1327	0	1	0
u_1328	1	0	0
u_1325	1	0	0
u_1329	1	0	0
u_1326	1	0	0
e_390	0	1	0
e_391	1	0	0
u_1330	0	0	1
e_392	0	0	1
u_1331	0	1	0
u_1332	1	0	0
e_393	0	0	1
u_1333	1	0	0
e_394	0	0	1
u_1334	0	0	1
u_1335	0	0	1
u_1336	0	1	0
u_1337	0	0	1
u_1338	1	0	0
u_1339	0	1	0
u_1340	0	1	0
u_1341	0	0	1
u_1342	0	1	0
u_1343	0	0	1
u_1344	1	0	0
u_1345	0	1	0
u_1346	0	0	1
e_395	0	1	0
e_396	0	1	0
e_397	1	0	0
u_1349	0	0	1
u_1350	0	0	1
u_1351	1	0	0
u_1352	1	0	0
u_1359	0	0	1
u_1353	0	1	0
u_1360	1	0	0
u_1354	1	0	0
u_1364	0	1	0
u_1355	0	0	1
u_1361	0	1	0
u_1356	1	0	0
u_1362	0	1	0
u_1357	0	0	1
u_1358	1	0	0
e_398	0	1	0
e_399	0	0	1
u_1365	0	0	1
u_1366	0	0	1
e_400	0	0	1
u_1367	0	0	1
e_401	0	0	1
u_3755	1	0	0
u_1368	0	0	1
u_1369	0	0	1
u_1370	0	0	1
e_402	0	1	0
u_1372	1	0	0
e_403	1	0	0
u_1375	0	1	0
u_1373	0	0	1
u_1374	0	1	0
e_404	0	1	0
u_1382	0	1	0
u_1376	1	0	0
u_1377	1	0	0
u_1378	1	0	0
u_1379	0	0	1
u_1380	0	0	1
u_1381	0	1	0
e_405	1	0	0
e_406	1	0	0
u_1389	0	0	1
u_1383	0	0	1
u_1384	1	0	0
u_1385	1	0	0
u_1386	0	0	1
u_1387	0	0	1
u_1388	1	0	0
e_407	0	1	0
u_1394	0	1	0
u_1390	0	1	0
u_1391	0	1	0
u_1392	1	0	0
u_1393	0	1	0
e_408	0	1	0
e_409	0	0	1
u_1396	0	1	0
u_1395	0	0	1
e_410	0	0	1
u_1402	1	0	0
u_1397	1	0	0
u_1398	1	0	0
u_1399	1	0	0
u_1400	0	0	1
u_1401	1	0	0
e_411	0	0	1
u_1412	1	0	0
u_1403	0	1	0
u_1404	0	1	0
u_1405	0	0	1
u_1411	0	1	0
u_1406	0	1	0
u_1407	0	0	1
u_1408	0	1	0
u_1409	0	1	0
u_1410	0	1	0
e_412	1	0	0
u_1413	0	0	1
e_413	1	0	0
e_414	0	1	0
u_1416	0	1	0
e_415	1	0	0
u_1418	0	1	0
e_416	0	0	1
u_1420	0	0	1
u_1419	0	0	1
e_417	0	1	0
u_1425	0	0	1
u_1421	0	0	1
u_1422	0	1	0
u_1423	1	0	0
u_1424	1	0	0
e_418	0	1	0
u_1426	0	0	1
u_1427	1	0	0
u_1428	1	0	0
u_1429	1	0	0
u_1430	0	1	0
u_1431	1	0	0
e_419	1	0	0
u_1433	0	1	0
e_420	0	1	0
u_1435	0	1	0
u_1434	1	0	0
e_421	1	0	0
u_1436	0	1	0
u_1184	0	0	1
e_422	0	1	0
u_1437	1	0	0
e_423	1	0	0
e_424	0	1	0
u_1438	0	0	1
e_425	0	0	1
u_1440	1	0	0
u_1439	0	0	1
u_1441	0	0	1
e_426	0	0	1
u_1446	0	1	0
u_1442	1	0	0
u_1443	0	1	0
u_1444	0	0	1
u_1445	1	0	0
e_427	0	1	0
u_1447	1	0	0
e_428	0	1	0
u_1448	1	0	0
u_1449	0	1	0
u_1450	0	0	1
u_1451	0	1	0
e_429	0	0	1
u_1453	0	1	0
u_1452	0	0	1
e_430	0	0	1
u_1464	0	1	0
u_1454	0	1	0
u_1455	1	0	0
u_1456	0	1	0
u_1457	1	0	0
u_1458	0	1	0
u_1459	1	0	0
u_1460	0	0	1
u_1461	0	1	0
u_1462	0	0	1
u_1463	0	1	0
e_431	1	0	0
u_1465	0	1	0
e_432	1	0	0
u_1468	1	0	0
u_1466	0	1	0
u_1467	0	0	1
e_433	0	1	0
e_434	0	0	1
u_1469	1	0	0
u_1470	0	1	0
u_1471	0	1	0
e_435	0	0	1
u_1472	0	1	0
u_1473	1	0	0
u_1474	0	1	0
e_436	1	0	0
e_437	1	0	0
u_1476	0	0	1
e_438	0	0	1
u_1478	1	0	0
u_1477	0	0	1
e_439	0	0	1
u_1484	1	0	0
u_1480	0	1	0
u_1481	0	1	0
u_1482	0	0	1
u_1483	0	0	1
e_440	1	0	0
u_1485	1	0	0
e_441	1	0	0
u_1486	1	0	0
e_442	0	1	0
u_1488	1	0	0
u_1487	1	0	0
e_443	0	0	1
u_1490	1	0	0
u_1489	0	0	1
e_444	1	0	0
e_445	1	0	0
u_1492	0	0	1
e_446	0	1	0
u_1493	0	1	0
u_1494	0	0	1
u_1495	0	0	1
u_1496	0	1	0
u_1497	0	0	1
u_1498	0	0	1
u_1499	0	0	1
u_1500	0	0	1
u_1501	0	0	1
e_447	0	1	0
e_448	0	0	1
u_1506	0	1	0
u_1502	1	0	0
u_1503	0	1	0
u_1504	1	0	0
u_1505	0	1	0
e_449	0	1	0
e_450	0	0	1
u_1507	0	1	0
e_451	0	1	0
e_452	0	0	1
u_1511	1	0	0
u_1510	0	1	0
e_453	0	0	1
u_1513	1	0	0
u_1512	0	1	0
e_454	0	1	0
u_1514	0	1	0
e_455	1	0	0
u_1515	1	0	0
u_1516	0	1	0
u_1517	0	1	0
e_456	1	0	0
u_1518	0	0	1
e_457	1	0	0
u_1519	0	0	1
u_1520	0	0	1
e_458	0	0	1
u_1521	0	1	0
u_1522	0	1	0
e_459	0	0	1
u_1524	0	0	1
u_1523	0	0	1
e_460	1	0	0
u_1527	0	1	0
u_1525	0	0	1
u_1526	0	0	1
e_461	1	0	0
u_1531	0	1	0
u_1528	0	0	1
e_462	0	1	0
u_1532	0	0	1
e_463	1	0	0
u_1533	1	0	0
e_464	0	1	0
u_1538	1	0	0
u_1534	0	1	0
u_1535	0	0	1
u_1536	1	0	0
u_1537	0	0	1
e_465	0	0	1
u_1539	1	0	0
u_1540	1	0	0
u_1541	1	0	0
u_1543	0	0	1
u_1545	0	1	0
u_1546	0	1	0
u_1542	0	0	1
e_466	0	0	1
u_1552	0	0	1
u_1553	1	0	0
u_1547	0	1	0
u_1548	0	1	0
u_1554	0	1	0
u_1549	0	1	0
u_1550	0	1	0
u_1551	0	1	0
e_467	0	0	1
u_1556	0	0	1
u_1555	1	0	0
e_468	0	0	1
u_1557	0	0	1
e_469	0	1	0
u_1563	1	0	0
u_1558	0	1	0
u_1559	1	0	0
u_1560	0	0	1
e_470	0	0	1
e_471	0	1	0
u_1565	0	1	0
u_1566	0	1	0
e_472	0	0	1
u_1568	0	0	1
e_473	0	0	1
u_1569	1	0	0
u_1570	0	1	0
u_1572	1	0	0
e_474	0	0	1
u_1573	0	0	1
e_475	1	0	0
u_1574	0	1	0
u_1575	0	1	0
e_476	0	0	1
u_1576	0	0	1
e_477	0	0	1
u_1580	0	1	0
u_1578	1	0	0
u_1579	0	0	1
e_478	0	0	1
u_1581	1	0	0
e_479	0	1	0
u_1582	0	0	1
u_1583	0	1	0
e_480	0	0	1
u_1587	0	1	0
u_1584	1	0	0
u_1585	0	0	1
e_481	0	0	1
u_1588	0	0	1
u_1589	0	0	1
e_482	0	0	1
u_1593	1	0	0
u_1590	0	0	1
u_1591	0	0	1
u_1592	0	1	0
e_483	0	0	1
u_1595	0	1	0
u_1594	1	0	0
e_484	0	1	0
u_1597	0	1	0
u_1596	1	0	0
e_485	1	0	0
e_486	0	1	0
u_1600	0	1	0
u_1599	1	0	0
e_487	1	0	0
u_1603	1	0	0
u_1571	1	0	0
u_1601	1	0	0
u_1602	0	1	0
u_1604	1	0	0
e_488	0	0	1
e_489	0	0	1
u_1605	0	0	1
e_490	0	0	1
u_1606	1	0	0
u_1607	0	0	1
e_491	0	1	0
u_1608	0	0	1
e_492	1	0	0
u_1609	0	0	1
u_1610	0	1	0
e_493	1	0	0
e_494	1	0	0
u_1611	1	0	0
e_495	0	0	1
u_1612	0	0	1
e_496	1	0	0
u_1613	0	0	1
u_1614	0	1	0
e_497	1	0	0
u_1615	0	1	0
u_1616	0	1	0
e_498	0	0	1
u_1618	0	0	1
u_1617	1	0	0
e_499	0	1	0
u_1530	0	0	1
u_1619	0	1	0
u_1620	0	0	1
u_1621	0	1	0
u_1622	1	0	0
u_1623	0	0	1
e_500	1	0	0
e_501	0	1	0
u_1625	0	1	0
u_1627	1	0	0
u_1626	0	1	0
e_502	0	0	1
u_1629	0	0	1
u_1628	0	1	0
e_503	0	1	0
e_504	0	1	0
u_1633	0	1	0
u_1630	0	0	1
u_1631	0	0	1
u_1632	0	1	0
e_505	1	0	0
u_1634	1	0	0
u_1635	0	0	1
e_506	1	0	0
u_1636	0	1	0
e_507	1	0	0
u_1638	0	0	1
u_1637	0	1	0
u_1639	0	1	0
e_508	0	0	1
e_509	1	0	0
u_1641	0	0	1
u_1642	0	0	1
u_1643	1	0	0
u_1644	0	1	0
e_510	1	0	0
e_511	1	0	0
u_1648	0	1	0
u_1645	0	1	0
u_1347	0	0	1
u_1646	1	0	0
u_1647	0	1	0
e_512	1	0	0
u_1649	1	0	0
e_513	0	1	0
u_1650	0	1	0
e_514	1	0	0
u_1652	0	1	0
u_1651	1	0	0
e_515	0	1	0
u_1654	0	0	1
u_1653	0	1	0
e_516	1	0	0
u_1655	0	1	0
u_1656	1	0	0
e_517	0	1	0
u_1657	1	0	0
e_518	1	0	0
u_1661	0	1	0
u_1658	1	0	0
u_1659	0	0	1
u_1660	0	0	1
e_519	0	1	0
u_1662	1	0	0
e_520	1	0	0
u_1564	1	0	0
u_1663	0	1	0
e_521	0	1	0
u_1664	0	0	1
e_522	1	0	0
u_1665	0	0	1
u_1666	0	1	0
e_523	0	1	0
u_1669	0	0	1
u_1667	1	0	0
u_1668	1	0	0
e_524	1	0	0
u_1670	0	1	0
u_1671	1	0	0
e_525	1	0	0
u_1672	0	0	1
e_526	0	0	1
u_1674	0	0	1
u_1675	0	0	1
u_1676	0	1	0
u_1677	1	0	0
e_527	0	1	0
u_1678	1	0	0
e_528	0	1	0
u_1679	1	0	0
e_529	1	0	0
u_1680	1	0	0
e_530	0	1	0
u_1681	0	0	1
u_1682	0	0	1
e_531	0	1	0
u_1683	1	0	0
u_1685	1	0	0
u_1684	0	1	0
e_532	0	0	1
u_1686	0	0	1
u_1688	1	0	0
u_1687	0	0	1
e_533	0	0	1
u_1689	0	0	1
e_534	1	0	0
u_1692	0	0	1
u_1690	1	0	0
u_1691	0	1	0
e_535	0	1	0
e_536	1	0	0
u_1693	0	0	1
e_537	0	1	0
e_538	1	0	0
u_1701	0	0	1
u_1694	0	1	0
u_1695	1	0	0
u_1696	0	0	1
u_1697	0	0	1
u_1698	1	0	0
u_1699	0	0	1
u_1700	0	1	0
e_539	1	0	0
e_540	0	0	1
u_1711	0	0	1
u_1703	0	0	1
u_1704	0	0	1
u_1705	0	0	1
u_1706	1	0	0
u_1707	0	1	0
u_1708	0	1	0
u_1709	1	0	0
u_1710	0	0	1
e_541	0	1	0
e_542	0	1	0
u_1712	0	1	0
u_1713	0	0	1
u_1714	1	0	0
e_543	0	1	0
u_1718	1	0	0
u_1715	0	1	0
u_1716	1	0	0
u_1717	0	0	1
e_544	0	0	1
e_545	0	0	1
e_546	1	0	0
e_547	0	0	1
u_1726	0	0	1
u_1719	0	1	0
u_1720	1	0	0
u_1721	1	0	0
u_1722	0	1	0
u_1723	0	0	1
u_1724	0	1	0
u_1725	0	0	1
e_548	1	0	0
u_1728	0	0	1
e_549	0	1	0
u_1729	0	0	1
e_550	0	1	0
u_1732	0	0	1
u_1730	1	0	0
u_1731	1	0	0
e_551	1	0	0
u_1733	0	0	1
e_552	0	1	0
u_1734	1	0	0
u_1735	0	1	0
e_553	1	0	0
u_1736	1	0	0
u_1737	1	0	0
u_1740	1	0	0
u_1738	0	1	0
u_1739	0	1	0
u_1741	0	0	1
e_554	0	1	0
u_1746	0	0	1
u_1742	0	1	0
u_1743	0	1	0
u_1744	1	0	0
u_1745	0	0	1
e_555	1	0	0
u_1747	0	1	0
u_1748	0	1	0
e_556	1	0	0
u_1749	0	0	1
e_557	0	1	0
u_1752	0	1	0
e_558	1	0	0
u_1758	0	1	0
u_1759	0	1	0
u_1753	0	1	0
u_1754	0	0	1
u_1755	0	1	0
u_1756	0	1	0
u_1757	0	1	0
e_559	1	0	0
u_1760	0	1	0
u_1761	0	0	1
u_1762	0	1	0
e_560	0	1	0
u_1763	0	0	1
e_561	0	1	0
u_1764	1	0	0
e_562	0	0	1
e_563	0	1	0
u_1765	1	0	0
e_564	0	1	0
u_1768	0	0	1
u_1766	1	0	0
u_1767	0	0	1
e_565	0	1	0
u_1770	0	1	0
u_1769	1	0	0
e_566	1	0	0
u_1771	0	1	0
e_567	0	0	1
u_1772	0	1	0
e_568	0	1	0
e_569	0	1	0
u_1774	0	0	1
u_1773	0	0	1
e_570	0	1	0
e_571	1	0	0
u_1777	0	0	1
u_1776	0	1	0
u_1775	0	1	0
e_572	0	1	0
u_1780	1	0	0
u_1778	0	0	1
e_573	0	1	0
u_1781	0	0	1
u_1782	0	1	0
e_574	0	1	0
u_1751	0	0	1
u_1783	1	0	0
u_1784	1	0	0
u_1785	0	0	1
e_575	0	0	1
e_576	0	1	0
u_1787	0	1	0
e_577	0	0	1
u_1788	0	0	1
e_578	0	0	1
u_1789	1	0	0
e_579	1	0	0
u_1791	1	0	0
u_1790	0	0	1
e_580	0	0	1
u_1793	0	1	0
u_1792	1	0	0
e_581	1	0	0
u_1798	1	0	0
u_1795	1	0	0
u_679	0	0	1
u_1796	0	1	0
u_1797	0	1	0
e_582	0	1	0
u_1799	0	0	1
u_1800	1	0	0
e_583	0	0	1
u_1802	1	0	0
e_584	0	0	1
u_1811	0	1	0
u_1803	0	1	0
u_1804	0	1	0
u_1805	0	1	0
u_1806	1	0	0
u_1807	0	0	1
u_1808	1	0	0
u_1809	0	0	1
u_1810	0	1	0
e_585	0	1	0
u_1812	0	1	0
u_1813	0	0	1
u_1814	0	1	0
e_586	1	0	0
u_1816	1	0	0
e_587	1	0	0
u_1819	0	0	1
e_588	1	0	0
u_1820	0	1	0
u_1821	0	0	1
u_1822	0	1	0
u_1823	0	0	1
u_1824	1	0	0
e_589	0	1	0
u_1842	0	1	0
u_1825	0	0	1
u_1826	0	1	0
u_1827	1	0	0
u_347	0	0	1
u_1835	0	1	0
u_1836	0	0	1
u_1828	0	1	0
u_1837	1	0	0
u_1829	1	0	0
u_1838	1	0	0
u_1830	1	0	0
u_1831	0	1	0
u_1832	1	0	0
u_1833	0	0	1
u_1834	0	1	0
u_1839	1	0	0
u_1840	0	0	1
u_1841	0	1	0
e_590	0	0	1
e_591	0	1	0
u_1849	0	0	1
u_1844	1	0	0
u_1845	0	0	1
u_1846	0	0	1
u_1847	0	1	0
u_1852	0	1	0
u_1848	1	0	0
u_1853	0	0	1
e_592	0	0	1
u_1859	0	0	1
u_1855	0	0	1
u_1856	1	0	0
u_1857	0	1	0
u_1858	0	0	1
u_1860	1	0	0
e_593	1	0	0
u_1864	1	0	0
u_1862	1	0	0
e_594	1	0	0
u_1865	0	1	0
u_1866	1	0	0
u_1867	0	1	0
u_1868	0	0	1
e_595	0	0	1
u_1869	0	1	0
u_1870	0	1	0
u_1874	0	0	1
u_1875	1	0	0
u_1871	0	0	1
u_1872	1	0	0
u_1876	1	0	0
u_1873	0	1	0
e_596	0	1	0
e_597	0	0	1
u_1861	0	0	1
e_598	0	1	0
u_1880	0	0	1
u_1879	0	1	0
e_599	0	1	0
e_600	0	0	1
u_1881	1	0	0
u_1882	1	0	0
u_1883	0	1	0
e_601	0	0	1
u_1884	1	0	0
e_602	0	1	0
u_1893	0	1	0
u_1885	0	0	1
u_1886	0	0	1
u_1887	0	1	0
u_1890	1	0	0
u_1888	0	0	1
u_1889	0	0	1
u_1891	0	0	1
u_1892	1	0	0
e_603	1	0	0
u_1894	0	1	0
u_1895	0	0	1
u_1896	1	0	0
e_604	1	0	0
e_605	0	0	1
u_1897	1	0	0
e_606	0	1	0
e_607	1	0	0
u_1898	1	0	0
e_608	0	1	0
u_1901	0	0	1
u_1899	1	0	0
u_1900	0	1	0
e_609	0	0	1
e_610	0	1	0
u_1903	1	0	0
u_1902	0	1	0
e_611	1	0	0
u_1908	0	0	1
u_1905	0	0	1
u_1906	0	1	0
u_1907	1	0	0
u_1909	0	0	1
u_1911	0	1	0
u_1912	0	0	1
u_1913	0	0	1
e_612	1	0	0
u_1914	0	0	1
u_1915	0	0	1
u_1916	1	0	0
u_1917	0	0	1
e_613	0	0	1
u_1920	1	0	0
u_1918	1	0	0
u_1919	0	0	1
e_614	0	0	1
u_1921	0	0	1
u_1922	0	0	1
e_615	0	1	0
e_616	0	0	1
u_1923	1	0	0
u_1924	1	0	0
u_1925	1	0	0
u_1928	1	0	0
u_1926	0	0	1
u_1927	0	0	1
u_1929	0	1	0
u_1930	0	0	1
u_1931	1	0	0
u_1937	0	0	1
u_1932	0	1	0
u_1933	0	0	1
u_1938	0	0	1
u_1934	1	0	0
u_1935	0	1	0
u_1939	0	0	1
u_1940	0	0	1
e_617	0	1	0
u_1941	0	0	1
e_618	0	1	0
u_1943	0	1	0
u_1944	1	0	0
u_1945	0	0	1
e_619	0	1	0
u_1946	0	1	0
u_1947	0	1	0
u_1948	1	0	0
e_620	0	0	1
e_621	1	0	0
u_1950	1	0	0
e_622	0	1	0
u_1953	0	1	0
u_1951	0	1	0
e_623	0	1	0
u_8290	1	0	0
e_624	0	1	0
u_1955	0	0	1
e_625	1	0	0
u_1956	0	1	0
e_626	0	0	1
u_1963	0	1	0
u_1958	0	0	1
u_1959	0	1	0
u_1960	0	1	0
u_1961	1	0	0
u_1962	0	1	0
e_627	0	0	1
u_1966	0	0	1
u_1964	1	0	0
u_1965	0	1	0
e_628	1	0	0
e_629	0	1	0
u_1969	1	0	0
u_1967	0	1	0
u_1968	0	1	0
e_630	1	0	0
e_631	1	0	0
u_1970	1	0	0
e_632	1	0	0
u_1971	0	1	0
e_633	0	1	0
u_1973	0	0	1
u_1972	0	1	0
e_634	1	0	0
e_635	1	0	0
u_1975	0	1	0
u_1976	0	0	1
u_1977	0	0	1
u_1978	0	1	0
e_636	1	0	0
u_1979	1	0	0
e_637	0	1	0
u_1952	0	0	1
u_1980	0	1	0
u_1981	0	1	0
u_1982	0	1	0
e_638	0	1	0
u_1983	1	0	0
e_639	1	0	0
u_1984	0	1	0
e_640	0	0	1
u_1987	0	1	0
u_1985	1	0	0
u_1986	1	0	0
e_641	0	0	1
u_1988	0	1	0
u_1989	1	0	0
u_1990	1	0	0
u_1991	0	1	0
u_1992	0	1	0
u_1993	0	0	1
e_642	0	0	1
u_1994	0	0	1
u_1122	0	1	0
u_1995	0	1	0
u_1996	0	0	1
u_1997	1	0	0
e_643	1	0	0
e_644	0	1	0
e_645	1	0	0
u_1794	0	1	0
u_2000	0	0	1
u_2001	0	1	0
e_646	0	1	0
u_2004	0	1	0
u_2002	1	0	0
e_647	0	1	0
u_2005	1	0	0
e_648	0	0	1
u_2007	0	0	1
e_649	1	0	0
u_2008	0	1	0
u_2009	0	0	1
u_2040	0	1	0
u_2010	1	0	0
u_2011	0	1	0
u_2012	0	0	1
u_2013	0	1	0
u_2042	0	0	1
u_2014	0	1	0
u_2015	0	0	1
u_2016	0	0	1
u_2017	0	0	1
u_2018	1	0	0
u_2019	1	0	0
u_2020	1	0	0
u_2046	0	1	0
u_2021	0	1	0
u_2044	0	1	0
u_2023	0	0	1
u_2047	0	1	0
u_2024	1	0	0
u_2041	1	0	0
u_2048	0	0	1
u_2025	0	0	1
u_2026	0	1	0
u_2027	0	0	1
u_2045	1	0	0
u_2029	1	0	0
u_2030	1	0	0
u_2031	1	0	0
u_2032	0	0	1
u_2033	0	1	0
u_2034	0	1	0
u_2035	0	0	1
u_2036	0	1	0
u_2037	1	0	0
u_698	0	0	1
u_2038	0	0	1
e_650	1	0	0
u_2049	0	1	0
u_2050	0	0	1
u_2051	0	1	0
u_2052	1	0	0
e_651	0	1	0
u_2053	0	0	1
e_652	0	0	1
u_2055	0	1	0
u_2054	0	0	1
e_653	0	1	0
u_2056	0	0	1
u_2057	0	0	1
u_2058	0	0	1
e_654	0	1	0
u_2060	0	0	1
u_2059	0	0	1
e_655	0	1	0
e_656	0	1	0
u_2061	1	0	0
u_2062	0	1	0
u_2063	0	1	0
e_657	0	0	1
u_2066	1	0	0
u_2064	0	1	0
u_2065	0	0	1
e_658	0	1	0
e_659	0	0	1
u_2069	0	0	1
u_2068	0	0	1
e_660	1	0	0
u_2073	0	0	1
u_2071	0	1	0
u_2070	0	1	0
u_2072	0	0	1
e_661	0	0	1
e_662	0	0	1
u_2076	1	0	0
e_663	0	0	1
u_2077	1	0	0
e_664	0	0	1
u_2079	0	1	0
e_665	1	0	0
u_2081	0	0	1
u_2082	0	0	1
e_666	0	0	1
u_2083	0	0	1
e_667	0	1	0
u_2095	1	0	0
u_2084	0	0	1
u_2094	1	0	0
u_2085	1	0	0
u_2086	0	0	1
u_2087	0	0	1
u_2088	1	0	0
u_2089	1	0	0
u_2090	1	0	0
u_2091	0	1	0
u_2092	0	1	0
u_2093	0	1	0
e_668	1	0	0
u_2096	0	1	0
e_669	0	0	1
u_2097	1	0	0
e_670	0	1	0
u_2101	0	0	1
u_2100	0	0	1
u_2099	0	1	0
e_671	0	0	1
e_672	0	0	1
u_2106	1	0	0
u_2102	0	0	1
u_2104	1	0	0
u_2103	0	0	1
u_2105	1	0	0
e_673	0	0	1
u_2109	0	1	0
u_2108	0	0	1
e_674	0	1	0
u_2110	0	0	1
u_2111	0	1	0
e_675	0	1	0
u_2112	1	0	0
e_676	0	1	0
u_2114	0	0	1
u_2115	0	1	0
e_677	0	0	1
u_2116	0	1	0
e_678	0	0	1
u_2119	0	0	1
u_2117	0	0	1
u_2118	0	0	1
e_679	0	0	1
u_2121	0	1	0
u_2120	0	0	1
e_680	0	1	0
e_681	1	0	0
u_2125	1	0	0
e_682	0	1	0
u_2126	0	0	1
u_2127	0	1	0
u_2128	1	0	0
u_2129	0	1	0
u_2130	0	1	0
u_2131	0	0	1
u_2132	1	0	0
u_2133	0	0	1
u_2134	0	0	1
u_2135	0	1	0
e_683	0	1	0
u_2137	0	1	0
u_2136	0	1	0
e_684	0	0	1
u_2138	0	0	1
e_685	0	1	0
u_2139	0	1	0
e_686	1	0	0
u_2151	0	0	1
u_2141	0	0	1
u_2142	0	0	1
u_2143	0	1	0
